Country,Year,Population,GDP (US$),gdp_cap,Renewable Capacity,Oil Capacity,RC/cap (Watt),Continent
Qatar,2020,2881060,1.44411E+11,50124.38594,0,429,0,Asia
Romania,2020,19286123,2.48716E+11,12896.08862,4410,251.629863,228.6618207,Europe
Russia,2020,144104080,1.4835E+12,10294.62722,2447,6736,16.98078222,Asia
Saudi Arabia,2020,34813867,7.00118E+11,20110.31619,0,2905,0,Asia
Singapore,2020,5685807,3.39998E+11,59797.75218,0,1514,0,Asia
Slovakia,2020,5458827,1.05173E+11,19266.51357,593,122,108.6313965,Europe
South Africa,2020,59308690,3.35442E+11,5655.867654,8126,520,137.0119623,Africa
Spain,2020,47351567,1.28148E+12,27063.19392,38874,1586.493151,820.9654392,Europe
Sweden,2020,10353442,5.4122E+11,52274.40879,11105,454,1072.590159,Europe
Switzerland,2020,8636896,7.52248E+11,87097.03645,3188,68,369.1140891,Europe
Thailand,2020,69799978,5.01644E+11,7186.874092,4490,1244.5,64.32666784,Asia
Trinidad and Tobago,2020,1399491,21588037505,15425.63511,0,165,0,NAM
Tunisia,2020,11818618,41620349986,3521.591948,244,0,20.64539187,Africa
Turkey,2020,84339067,7.19955E+11,8536.43332,17112,822,202.8952964,Europe
Turkmenistan,2020,6031187,0,0,0,271.109589,0,Asia
Ukraine,2020,44134693,1.55499E+11,3523.282447,8733,250,197.8715474,Europe
United Arab Emirates,2020,9890400,3.58869E+11,36284.55524,2439,1331,246.6027663,Asia
United Kingdom,2020,67215293,2.7598E+12,41059.16881,38228,1251.120548,568.739617,Europe
United States,2020,329484123,2.0953E+13,63593.44362,194145,18143,589.2393182,NAM
Uruguay,2020,3473727,53628827440,15438.41167,1514,0,435.8431161,SAM
Uzbekistan,2020,34232050,59929951114,1750.697113,0,232,0,Asia
Venezuela,2020,28435943,0,0,0,1303,0,SAM
Vietnam,2020,97338583,2.71158E+11,2785.724161,16504,367,169.552499,Asia
